id,w2v
464, વ ે   મ ધ ્ય ક ા લ ી ન   યુ ગ ન ા  ઘ ણા  બ ધ ા ઓ   ર ા જ ા ઓ   િ શ ે   સ ા ણ ા મ ાં   ઘ ણ ી ય ા   છ ે   દ ા ખ લ ા  ત રી ક ે   ચ ં દ્ર ગ ુ   મ ો ળ ્ ય   અ સ ો ફ   ર ા જ ા   
465, એ ન ા   સ િ વ ા ય   ગ ા   ત ુ ર ક ો ન ુ   ર ા   જ ધ ુ   ભ ા ર ત ન ી  અ ં દ ર   એ ન ા   સ િ વ ા  અ મ ુ ક     ક હે વ ા ય   ે 
466, મ ો ગ લ ો ન ુ   ર ા જ  હ ત ુ ં   એ ન અ ં દ ર   બ ા દ ુ ર સ ા   જ ફ ર  હ ત ુ   જ ્ય ાર ે   બ હા દ ુ ર ્ સ   જ ફ ર  હ ત ું   જ ્ય ા ર ે  એ ન ે   ભ ા ર ત ી  સ ા જ ા   ક ર વ ા નુ ં   ત ો   ન   સ ૌ થ ી  વ ધ ા ર ે   ય ો ગ દ ા ન   હ ત ું   
467, એ ન ા   સ ા મ ે   એ ન ા   પ ો ત ા ના   બ ા ળ ક ન ું   ગ ર જ ન   એ ન ી   સ ા મ ે   પ ે  ક ર વ ા મ ાં આ વ ી  હ ત ી   અ ંગ્ર ે જ ો   દ્વ ા ર ા   
468, એ ન ા જ  અ બ ર   ર ા જ ા   અ ગ બ ર  બ ા શ ા  વ િ શ ે  પ ણ   સ ા પ  આ પ ણ ે   ા   ઘ ણ  બ ધ ા   મ ૂ ડ ્ ય   પ ો ર ય   વ ં સ  હ ત ુ ં  આ પ ું   એ જ મ ુ ગ લ ન ુ જ ે ર ા   હ ત ુ  મુ ગ લ ો એ   પ ણ   ઘ ણ ા   સ મ ર   ઘ ણ ા  સ મ ય   અ હ િ ય ા  ર ા જ   ક ર ્ય ું  છ ે   એ ન ા  સ િ વ ા ય   જ ે ન ે  ક હ ે વ ા ય   ગ પ મ ર   
469, બ ા બ ર   અ બ ર   એ ઘ ણ ા  બ ધ ા   ર ા જ ા ઓ     મ ુ ક લ ન ા   ર ા જ ા ઓ   ભ ા ર ત ન ી  અં દ ર   ર ા જ   ક ર ્ય ું   છ ે   
470, અ ન ે   ન ા વ ા ે   વ ા ર ્ ત ા ઓ જ ો વ ા   જ ા ઓ ત ો   બ ર   વ ા સ ્ ત ા ન ી   વ ા ર ્ ત ા ઓ   છ ે   જ ે  આ જ ળ થ ી  ઘ ણી   બ ધ ી   મ ત લ બ   ક ે  પ્ર ખ ્ યા ત   છ ે  જ ે  આ પ ણ ન ે   સ ્ ક ૂ લ માં  આ જ ે વ ી  જ ો વ ા   મ ળ ે   છ ે   તે   ન ે   જ ો દ ા   સ ા થ ે  સ ા દ ી  ક ર ી એ   
471, અ ન ે  એ ન ે   જ ે   ક હ ે વા ય  ક ે   ા   મ ત લ   ક ો ન ા   સ ા થ ે   ય ુ દ્ધ   ક ર ્ય ું   અ લ ગ અ લ ગ   ય ુ દ ્ ધ ો   પ ણ   થ યા   
472, સ િ વ ા ય     ર જ વ ા ળ ા   ર ા જ ા  ર જ વ ા ળ ા   જ ે  હ ત ા   એ   બ ળ  ઘ ણ ા  હ ત ા   ર ા જ પ ૂ ત ો ન   પ ણ   ર ા જ   ભ ા ર ત ન ી  અ ં દ ર લ ઈ   ચ ૂ ક ્યો  છ ે   
473, ઘ ણ ા   મ ધ ્ ય ક ા લ ી યુ ગ મ ા ં  ઘ ણ ા   બ ધ ા  ર ા જ ા ઓ   છ ે   ત ે મ ણ ે   ઘ ણ ુ ં   ર ા જ ક ર ન ની  અ લ ગ   અ લ ગ  અ લ ગ   વ ા ત ા ઓ   વ ા ર ્ ત ા ઓ   ણ ી  પ ્ર ખ ્ય ા ત   છ ે   
474, હ ે લ ો   ર ા ક ે શ ભા ઈ વ ા ત   ક ર ો  છ ો   હ ા   પ લ   પ ટ ી લ   વ ા ત   ક ર ુ ં   છ ોં   હ ા   હ ા   ગ ઈ ક ા લ ે ે ં   ત મ ા ર ી   ક ે બ ુ ક   ક ર વ ી  હ ત ી   
475, હ ા   ત ો   ત મ ે   મ ન ે   સ લ ા મ ત ી   પ ૂ ર ્વ ક  મ ન ે  મ ા ર ા  ઘ ર ે   પ હો ં ચ ા ડ ી   ત ો   મ ેં   ત મ ન ે   ત મ ા ર ો   આ ભ ા ર  વ ્ય ક ્ત   ક ર વ ા  મ ા ટ ે   ક ો લ   ક ર ે   છ ે   હ ા   ક ા ર ણ   ક ે   આ જ ક ા લ  ક ે વું  હો ય  છ ે   ક ે   આ જ ક ા લ ન ા   ડ્ર ા ઈ વ ર   લ ો ક ો ને   છ ે ત ર પ િ ં ડ ી   ક ર ી   અ ન ે  વ ધ ુ  બ ા ળ ુ  વ સ ૂ લ   ક ર ત ા  હ ો ય   છ ે 
476, અ ન ે   ર સ ્ ત ા થ ી   જ ો   અ મ ા ર ા  જ ે વ ા  મ ુ સ ા ફ ર ો   અ જ ા ણ  હ ો ય   ત ો   ર સ ્ ત ો   વ ધ ુ   ક ા પ ી   અ ન ે   મ ી ટ ર  વ ધ ા ર ી   અ ન ે   પ છ ી   પ ૈ સ ા   વ ધ ુ  વ સ ૂ લ  ક ર ત ા  હ ો ય   છ ે   
477, હ ા   અ ન ે   આ જ ક ા લ  ત મ ને   ખ બ ર   છ ે   ન ી   ક ે વુ ં  ચ ા લ ી  ર હ્યું  ે   છ ો ક ર ી ઓ ને   ર ા ત ્ર ી ન ા   સ મ યે   બ હ ા ર   ની ક ળ વ ું   મ ુ શ ્ ક ે લ   થ ઈ  ગ યું  છ ે   પ ર ં ત ુ   જ ો   ત મ ા ર ા   જ ે વ ા   ઉ દ ા ર   મ ા ણ સ ો   હ ો ય   ત ો   ત ક લ ી ફ   દ ૂ ર   થ ઈ  જ ા ય   અ ન ે   અ મ ા ર ા  જ ે વ ી   છ ો ક ર ી ઓ   ડ ર વ ી ન ા   બ હ ા ર   ન ી ક ળ ી  શ ક ે   અ ન ે   મ ુ સ ા ફ ર ી   પ ણ   ક ર ી   શ ક ે   
478,હ મ   ત મ ા ર ો   આ ભ ા ર  વ ્ય ક ્ત  ક ર વા  મ ા ટ ે  જ  ત મ ન ે   ક ો લ   ક ર ્યો  હ ત ો   ત મ ા ર ો  ખ ૂ બ   ખ ૂ બ   આ ભ ા ર   અ ન ે   ત મ ે   બ ી જ ા ન ે   પ ણ   આ મ   ઉ દ ા ર   બ ન ત ા  ર હે જ ો   
479, પ હે લ ા ન ા  સ મ ય મા ં   જ ્ય ા ર ે   વ ા હ ન ન ી  આ ગ વ ડ ત ા  હ ત ી   ત ્ યા ર ે   ઘ ણ ી   બ ધ ી   મ ુ શ ્ક ે લ ી ઓ ન ું   સ ા મ ન ો   ક ર ો   પ ડ ત ો   ત ો   એ ક   આ મ   જ ન ત ા ન ે   પ ણ   અ ત ્યાર ન ા   સ મ ય મ ા ં   ત મ ા મ   પ ્ ર ક ા ર ન ી   ફ ે સ ે લ િ ટ ી   પ બ ્ લિ ક ન ે   મ ળ ી   ગ ઈ   છ ે   જે મ   ક ે   અ જ   ક ો લ ી ળ ી   
480, બ સ ો   ર ે લ ર ે લ ટ ્ ર ે ન   ત ન ે ક   પ ર ક ા ર ન ા   વ ા હ ન ો   જ ે વ ા ક ા થ   આ પ ણ ે   ચ ો ક્ ક સ   ક હ ી   શ ક ી એ   ક ે   વ ા હ ન   પ દ ્ધ ત િ ન ી  અ ં દ ર   મ ો ટ ો એ   ફ ે ર ફ ા ર   થ ય ો   છ ે   ે પ બ ્લ ન ે   સ મ ગ ્ર   મ ુ સ ા ફ ર ી   દ ર મ િય ા ન   
481, એ ક   ક   થ ળ થ ી   બ ી જ ા   સ ્ થ ળ ે   મ ુ સ ા ફ ર ી   ક ર વ ા મા ં   સ ા મ ા ન ્ય   ક ો ઈ   મ ુ શ ્ક ે લ ી   પ ડ ત ી   ન થ ી   
482, ક સ ્ ટ મ ર   સ ર ્ વ િ સ ન ો   સ ં પ ર્ ક   ક ર ો   
483, સ ુ   મ ે   હ ા લ મા ં   વ પ ર   ે શ   પ ા સ ે ી 
484, મ ે ં   શ ા ન   ગ ા ય ક ન ે   જ ી વ ન   સ ા ં ભ ળ્યા   છ ે   એ મ ની   વ ો ય સ   ઘ ણ ી  સ ા ર ી   છ ે   બ હુ   મ જ ા  આ વ ી  હ ત ી એ   વ ખ ત ે   મ ે ં એ મ ન ો  લ ા ઇ ફ  પ ્ ર ફ ોર ્મ ન   સ ા ં ભ ળ્યો  છ ે   એ મ ના   ગ ી ત ો   પ ણ   બ હુ  સ ા ર ા   છ ે   
485, અ ન ે   ભ વ િ ષ્ય માં  મ ા ર ી   ઈ ચ ્ છ ા  છ ે   ક ે   હ ું   અ ર િ જ ી સ િં હ ન ે   ક ો ઈ   વ ખ ત   લ ા ઈ વ  એ ટ લ ે   જ ી વ ન   સ ા ં ભ ળ વ ા  ઇ ચ ્ છ ુ   છ ુ ં   એ મ ન ી   ન ી   અ વ ા જ   બ હ ુ   સ ા ર ી   છ ે   એ ન ે  એ મ ન ી  અ વ ા જ ની   ક્વો લ િ ટ ી   બ હ ુ  સ ા ર ી   છ ે   એ મ ન ા   ગ ી ત ો   પ ણ   બ હ ુ   સ ા ર ી  છ ે   એ મ ન ા  ગ ી ત ો મા ં   બ હ ુ  ર સ   પ ડ ે   છ ે   
486, ડ િ સ ્ ટ ્ ર િ ક   ન ે મ   એ ક   અ ર વ ર લ ી   બ ે   સ ા બ ર ક ા ં ઠ ા   ત ્ર ણ   ખ ે ડ ા   ચ ા ર   એ હ મ દ ા બ ા દ   પ ા ં ચ   અ મ ર ે લ ી   
487, શ હ ે ર ન ા   ગ ા મ દ ા ર ો   પ ો ત ા ન ા   વ ત ન   પ ા છ ા   જ ઈ ન ે   પ ો ત ા ન ા   પ ર િ વ ા ર   સ ા થ ે   ઉ જ વ ણી   ક ર ે   છ ે   અ ન ે   મ ા   બ ા પ   સ ા સ ુ   સ સ ર ા   અ ન ે   બ ી જ ા   વ ડ ી લ ો   પ ા સ ે   મ ા ફ ી   મ ા ં ગ ે   છ ે   
488, મ ન ે  અ ં ત ર   સ ્ થ ળ   અ ન ે   સ મ ય   ક હ ો   
489, પ ે ય ુ   મ ન ી   ન ો   ઉ પ ય ો ગ   ક ર ી ન ે   મ ા ર ો   ફ ો ન   પ ્ર વ ર્ ત મ ા ન   પ્ લ ા ન થ ી   ર િ ચ ા ર ્ જ   ક ર ો   અ ન ે   એ   ર ક મ   બ ે ન   ન ં બ ર ન ે   ટ ્રા ન્સ ફ ર   ક ર ો   
490, હ ા   અ મ ે   ક ો ઈ ન ે   ભ ે ટ  આ પ વ ા   મા ટ ે   
491, એ ક   આ ખ ો   
492, એ ક   આ ખ ો   પ ા ઠ   લ ખ ્ય ો   છ ે   
493, એ ક   આ ં ખ ો   વિ ષ ય   લ ખ ્ય ો   છ ે   
494, જ ે ન ે  આ પ ણ ે   
495, જ ી વ ન મ ા ં   
496, પ ઠ   ક હી   શ ક ી એ   
497, ગ ્ ર ં ત   ક હી   શ ક ે   ત ે   ગ ્ર ા ં ત   પ ણ   લ ખ ્ યો  છ ે   
498, ન ી   ં ધ   
499, ગ ્ ર ં થ   જ ્યા ર ે   ત ે મ ને   અ મ ે   આ પ ્ યો   ત ે   વ ખ ત ે   ત ે   વ ્ય ક ્ ત િ એ   શ ુ   ક હ્ય ું   ક ે   આ   ગ ્ ર ં થ ન ે   અ મ ા ર ી   દ ્ર ષ્ટ િ થ ી   વ ે દ   છ ે   
500, ક ા ર ણ   ક ે   ત ે  ગ ્ ર ં થ માં   મ ા ત ્ ર સ ા મ ા ન ્ ય   વ ા ત ો ન હ ત ી   ત   ગ ્ ર ં થ ન ી  અ ં દ ર   આ જ ન ા   જ ી વ ન ન ા   ક ડ ા   ક ે લ વ ા ન ી   વ ા ત ો   ી   આ જ ા આ જ ન ા   ય વ ન ી   સ મ સ ્ ા ન ે     સ ો લ શ ન ી   
501, ક ર ા ં ત   એ ટ ે ક ે   
502, ગ ્ર ં થ   એ ટ લ ે   ક ે   આ જ ન ા   ક ા ળ મ ા ં   જ ી વ ી   ર હ ે લ ા   આ જ ન ી   પ ર િ સ ્ થ િ ત િ મ ાં   જ ી વ ી   ર હ ે લ ા  અ ન ે   સ થ ા ન   ક ર ી   ર હ ે લ ા   ય ુ વ ા ન ો   પ ો ત ા ન ું   જ ી વ ન   ક ઈ   ર ી ત ે   સ ુ ં દ ર   બ ન ા વ ી  શ ક ે   ત ે ન ી   વ ા ત ો   ત ે  ગ ્ ર ં થ માં   ઉ પ લ બ ્ધ   
503, ગ ્ ર ં થ મ ા ં   આ ખ ા   જ   મ ા ર ા   ય વ ન ન ુ ં   અ ન ે  મ ા ર ા   ગ ઢ પ ણ ન ી   બ ધ ી  જ  વ ્ય વ સ્ થ ા  મ ા ર ે   ક ે વ ી  ર ી ત ે   ક ર વ ી  જ ો ઈ એ   
504, એ   મ ા ટ ે   સ ુ   સ ૂ ર   ર િ ક ્ વા યર મ ે ન ્ ટ   ત ે  મ ા ટ ે   સ ુ ુ   જ ર ૂ ર ી   છ ે   ત ે   બ ધ ી  જ  વ ા ત ો   ત ે   ગ ્ ર ં થ મ ાં   લ ખ ી  હ ત ી   
505, અ ન ે   આ વ ું     વ િ ચ ા ર ન ે     જ ્ યા રે   મ સ ્ ત ગ ્ ર થ   બ ન ા વ ્ ય ો   ન ે ત ે ગ ા િ ને  આ પ વ ા  ગ ય ા   
506, ત ે  વ ખ ત ે   ત ે  વ ત ે   પ ણ   એ   ક ે   આ ઉ ત ્ ક ૃ ષ્ટ   ગ્ર ં થ   છ ે   આ ગ્ર ં   ક ્ય ા ં  અ મ ે  લ ો ક ો એ   જ ો યો   
507, ન થ ી   ન ે   ત ે   ગ ્ર ં થ થ ી   આ જ ન ા   સ મ ા જ ના   સ ા મ ા ન ્ય   પ ી ડ ા ત ા  ર હ ે લ ા   ય ુ વ ા ન ો ન ે   પ ો ત ા ન ા   જ ી વ ન   જ ી વ ન ો   ત ે   પ્ર ા પ ્ત   થ ા ય  છ ે   અ ન ે   પ ો ત ા ન ા   જ ી વ   પ ો ત ા ન ા   સ ા મ ા ન્ય   જ ી વ ન મા ં થ ી   ઉ ન ન   જ ી વ ન   ત ર ફ   ે   પ્ર ગ ત િ   ક ર ી   શ ક ે   
508,ક   સ ં ગ ી ત   પ ો ત ે   અ સ ા ધ ા ર ણ   સ ં ગ ી ત ક ા ર ો ન ા   સ ં ગ ી ત ન ા   ક ા ર ્ય ો   અ થ વ ા  ર ચ ન ા ઓ ન ી   આ સ પ ા સ  વ િ ક સ   થ ય ુ ં   
509, મ ા ર ા   આ ઈ સ ી આ ઈ ી આ ઈ   પ ો ક િ ટ ્ સ  એ પ ન ા   બ ો લ ે ટ મ ા ં થ ી   ર ૂ પ િ ય ા   સ ા થ સ ો   હ િ ત ે શ ન ે   ટ્રા ન ્ સ ફ ર   ક ર ો   
510, મ ા ર ું  ઓ ટ ો   પ ે   સ ે ટ િ ંગ   સ ે ટ   ક ર ો   અ ને  મ ન ે   છ ે લ્લ ા   બ ે   મ હ િ ન ા ન ો   ઓ ટ ો પ ે   પ ે મ ે ન્ ટ ન ુ   ટ્ર ા ન્ જ ે ક્ શ ન  ર િ પ ો ર્ ટ  બ ત ા વ ો   
511,હ ા   મ ન ે   મ ન   ગ મ   ત ો   ખ ો ર ા   ગ ુ જ ર ા ત ી   ખ ો ર ા ક   સ ા દ ુ   ખ ા વ ા ન ું મ ન ે   ખ ૂ બ  જ  પ સ ં દ  છ ે   જ ે મ ા ં   ત ો   બ ા જ ર ા ન ા   ર ો ટ લ ા   છ ે   
512, ર ી ગ ા ન ો ો   છ ે   અ ડ ન ી   દ ા ર   છ ે   ક ઠ ી   છ ે   સ ા દ ી   ખ ી ચ ડ ી   છ ે   એ   ઉ પ ર ા ં ત   દ ા ર હ ા   સ ા   ર ૂ પ લ ી   
513, ક ો ઈ   પ ણ   ે લ ો ત ્ રી   સ ા ત   ખ ા જ ી   સ ુ   શ લ ા ડ   ચ ા વ લ   
514,પ છ ી   પ ં જ ા બ ી   સ બ જ ી   દ ર ે ક   વ સ ્ ત ુ  મ ન ે   ખ ા વ ી   ખ ૂ બ  જ   ગ મ ે   છ ે  અ ન ે   એ વ ા  ર ે સ ્ ટ ો ર ન્ટ   ગ ુ જ ર ા ત ી  ર ે સ ્ટ ો ર ન્ ટ   મા ં   છ એ   છ ે ન ે   ત્ યા   આ ર ા મ થ ી   મ ળ ી   શ ક ે  છ ે   એ  ઉ પ ર ા ં ત   મ ન ે   મ દ ર ા શ ી   છ ે   પ ં જ ા બ ી   છ ે   ચ ા ઈ ન ી સ   છ ે  ગ ુ જ ર ા ત ી   છ ે   બ ધ ુ ખ   ગ મ ે   છ ે  અ ન ે   ત ે   બ ધ ા  ર ે ર મા ત ા થ ી   મ ળ ી   ર હ ે   છ ે   
515, ભ ા ર ત   ચ ી ન   જ ા પ ા ન   અ મ ે ર િ ક ા   ક ે ન ે ડ ા   ર શ િ ય ા   
516, 
517, મ ા ર ા   પ ૈ સ ા   ક પ ા ઈ   ગ ય ા   છ ે   પ ણ   મ ા ર ો   ક ુ ક ી   મ ે ન   બ ટ ર   ક ા જ ુ   ક ુ ક ી જ ન ો   ઓ ર ્ ડ ર   ક મ પ મ   થ ય ો   ન થ ી   
518, મ ા ર ે   પ ી એ ફ ઓ   પ ા સ   બ ુ ક ન વ સ ો અ ઢ ા ર   સ ો ે   એ ક   સ ો ત ે   ચ ા લ ી   એ ક ા ઉ ન્ ટ   મ ા ટ ે ન ું   સ ્ ટ ે ટ મ ે ન ્ટ   જ ો ઈ એ   છ ે   
519, અ મ ે   અ મ ા ર ો   પ ા ક   મ ા ર ો જ મા ં   વ ચ વ ા   મ ા ટ ે   આ વ ે   છ ણ ઉ ત ્ પા દ ન   મ ળ ્ ો   છ ી એ     મ ા ર ્ ક ે ટ િ ંગ ા ં   ક ર ી ો   
520, શ ા ક ભ જ ી ન   ન ુ   વ ે ચ ણ ા ક ા જ ી ભ ા વ ી નુ  વ ે ચ ણ   ક ર વ ા મા ં ત ો   ત ો   ત ે   શ ા ક મ ં ટ ની  અ ં દ ે ચ ા ન ું વ ે ચ ન  ક ર ા  મા ે   
521, અ ન ્ ય  ર ા જ ્યો માં  વ ે ચ વા  મ ા ટ ે   ક ો ઈ   ન િ ય મ   છ ે  ક ે   ન ી   ત ે ન ી   જ ા ણ ક ા ર ી  અ મ ે   છ ે   ન ી   પ ણ   સ ર ક ા ર ી   કે   વ ચ ટ િ યા  હો ય   છ ે   ત ે ન ું  પ ણ   ક મ િ શ ન  હોય  છ ે   જ ે   
522, જ ખ ે ડ ૂ ત ો ન ા   પ ા ક માં   જ ે   ન ફ ો   મ ળ વા ન   જ ે  ખ ે ડ ૂ ત ો ને   મ ળ વ ો  છ ે   ત ે   વ ચ ે ટ ી   ઓ ને   મ ળ ત ો  હો ય   છ ે   ે   જ ે મ ા ં   ત ે ન ુ ં   ટ ક વ ા ર ી નુ ં   બ ધ ા ણ બ ા ં ધ ે લુ ં હોય  છ ે   
523, જે મ ાં   પ ણ   ઘ ણ ો   બ ધ ો   ખ ર ્ ચ   થ ત ો  હો ય  છ ે   કાર ણ ક ે   છ ે ત ર થ ી   લ ઈ ન ે  સ ા ત મ ાં   મ ા ર્ ક ે ટ   સ ુ ધ ી   
524, મ ા લ ન ે   લ ઈ  જ ો   ત ે મ ાં   ઘ ણ ો   પ ણ   ખ ર્ ચ ો   લા ગ ત ો  હો ય   છ ે   અ ને   જ ે મા ં  ઘ ણ ી  બ ધ ી મ હે ન ત   પ ણ  લ ા ગ ત ી  હો ય   છ ે   ત ે થ ી   ઘ ણ ો  બ ધ ું   મ ુ શ ્ક ે લ ન ો   સ ા મ ન ો  ક ર વ ો   પ ડ ત ે   પ ર ં ત ુ   ન જ ી ક મ ા ં   
